[5, 5, 4, 29, 4, 24, 4, 12, 4, 12]
[5, 5, 4, 33, 4, 28, 4, 33, 4, 28]
[5, 5, 4, 31, 4, 21, 4, 31, 4, 21]
[5, 5, 4, 29, 4, 21, 4, 12, 4, 10]
[5, 5, 4, 29, 4, 21, 4, 12, 4, 10]
[5, 5, 4, 46, 4, 27, 4, 46, 4, 27]
[5, 5, 4, 31, 4, 22, 4, 12, 4, 10]
[5, 5, 2, 16, 2, 16, 2, 2, 2, 2]
[5, 5, 4, 31, 4, 22, 4, 12, 4, 10]
[5, 5, 2, 16, 2, 16, 2, 2, 2, 2]
[5, 5, 4, 31, 4, 22, 4, 31, 4, 22]
[5, 5, 5, 65, 5, 31, 5, 65, 5, 31]
[5, 5, 2, 18, 2, 18, 2, 2, 2, 2]
[5, 5, 4, 33, 4, 23, 4, 33, 4, 24]
[5, 5, 4, 31, 4, 22, 4, 31, 4, 22]
[5, 5, 4, 33, 4, 24, 4, 33, 4, 23]
[5, 5, 2, 18, 2, 18, 2, 2, 2, 2]
[5, 5, 4, 31, 4, 27, 4, 31, 4, 27]
[5, 5, 2, 18, 2, 18, 2, 2, 2, 2]
[5, 5, 4, 31, 4, 21, 4, 31, 4, 21]
[5, 5, 4, 29, 4, 21, 4, 12, 4, 10]
[5, 5, 4, 31, 4, 26, 4, 31, 4, 31]
[5, 5, 4, 31, 4, 27, 4, 31, 4, 27]
[5, 5, 4, 46, 4, 31, 4, 46, 4, 27]
[5, 5, 2, 16, 2, 16, 2, 2, 2, 2]
[5, 5, 4, 29, 4, 20, 4, 12, 4, 10]
[5, 5, 2, 18, 2, 18, 2, 2, 2, 2]
[5, 5, 4, 31, 4, 25, 4, 31, 4, 25]
[5, 5, 2, 18, 2, 18, 2, 2, 2, 2]
[5, 5, 4, 31, 4, 22, 4, 31, 4, 22]
[6, 6, 6, 150, 6, 60, 5, 48, 5, 36]
[6, 6, 4, 86, 4, 50, 4, 31, 4, 22]
[6, 6, 4, 86, 4, 74, 4, 31, 4, 31]
[6, 6, 6, 110, 6, 60, 5, 35, 5, 28]
[6, 6, 4, 74, 4, 51, 4, 12, 4, 12]
[6, 6, 4, 86, 4, 50, 4, 12, 4, 10]
[6, 6, 2, 58, 2, 46, 2, 2, 2, 2]
[6, 6, 2, 70, 2, 46, 2, 2, 2, 2]
[6, 6, 4, 98, 4, 54, 4, 33, 4, 24]
[6, 6, 4, 138, 4, 65, 4, 46, 4, 33]
[6, 6, 2, 46, 2, 42, 2, 2, 2, 2]
[6, 6, 2, 46, 2, 42, 2, 2, 2, 2]
[6, 6, 4, 110, 4, 54, 4, 110, 4, 54]
[6, 6, 4, 98, 4, 56, 4, 98, 4, 56]
[6, 6, 4, 110, 4, 60, 4, 110, 4, 60]
[6, 6, 4, 86, 4, 56, 4, 31, 4, 25]
[6, 6, 4, 86, 4, 66, 4, 31, 4, 27]
[6, 6, 4, 98, 4, 60, 4, 33, 4, 26]
[6, 6, 2, 46, 2, 42, 2, 2, 2, 2]
[6, 6, 2, 58, 2, 48, 2, 2, 2, 2]
[6, 6, 4, 86, 4, 52, 4, 31, 4, 24]
[6, 6, 4, 98, 4, 54, 4, 33, 4, 28]
[6, 6, 4, 138, 4, 74, 4, 46, 4, 33]
[6, 6, 4, 74, 4, 52, 4, 12, 4, 10]
[6, 6, 6, 110, 6, 56, 5, 35, 5, 25]
[6, 6, 2, 34, 2, 34, 2, 2, 2, 2]
[6, 6, 4, 138, 4, 75, 4, 46, 4, 27]
[6, 6, 4, 86, 4, 54, 4, 31, 4, 22]
[6, 6, 6, 150, 6, 76, 5, 48, 5, 36]
[6, 6, 2, 34, 2, 34, 2, 2, 2, 2]
[7, 7, 2, 80, 2, 80, 2, 2, 2, 2]
[7, 7, 4, 309, 4, 134, 4, 33, 4, 24]
[7, 7, 6, 478, 6, 140, 5, 48, 5, 31]
[7, 7, 2, 7, 2, 7, 1, 1, 1, 1]
[7, 7, 4, 315, 4, 143, 4, 315, 4, 143]
[7, 7, 2, 134, 2, 108, 2, 2, 2, 2]
[7, 7, 4, 375, 4, 154, 4, 110, 4, 64]
[7, 7, 4, 261, 4, 128, 4, 31, 4, 21]
[7, 7, 6, 556, 6, 208, 6, 162, 6, 82]
[7, 7, 6, 556, 6, 185, 6, 162, 6, 78]
[7, 7, 6, 369, 6, 158, 6, 110, 6, 58]
[7, 7, 4, 255, 4, 124, 4, 31, 4, 22]
[7, 7, 4, 309, 4, 130, 4, 33, 4, 24]
[7, 7, 2, 128, 2, 102, 2, 2, 2, 2]
[7, 7, 4, 490, 4, 140, 4, 150, 4, 56]
[7, 7, 2, 32, 2, 32, 2, 2, 2, 2]
[7, 7, 2, 128, 2, 102, 2, 2, 2, 2]
[7, 7, 4, 309, 4, 162, 4, 309, 4, 162]
[7, 7, 6, 466, 6, 161, 5, 48, 5, 27]
[7, 7, 4, 255, 4, 123, 4, 31, 4, 23]
[7, 7, 4, 249, 4, 118, 4, 31, 4, 22]
[7, 7, 6, 622, 6, 164, 6, 622, 6, 164]
[7, 7, 6, 484, 6, 137, 6, 150, 6, 76]
[7, 7, 6, 622, 6, 144, 6, 622, 6, 146]
[7, 7, 6, 562, 6, 205, 6, 562, 6, 169]
[7, 7, 6, 574, 6, 152, 6, 574, 6, 152]
[7, 7, 6, 478, 6, 167, 5, 48, 5, 27]
[7, 7, 6, 773, 6, 174, 6, 226, 6, 76]
[7, 7, 2, 128, 2, 100, 2, 2, 2, 2]
[7, 7, 6, 484, 6, 167, 6, 150, 6, 76]
[8, 8, 6, 1376, 6, 366, 6, 1376, 6, 366]
[8, 8, 4, 1152, 4, 437, 4, 321, 4, 177]
[8, 8, 4, 608, 4, 268, 4, 12, 4, 10]
[8, 8, 4, 1296, 4, 356, 4, 339, 4, 127]
[8, 8, 6, 1844, 6, 376, 5, 50, 5, 28]
[8, 8, 2, 172, 2, 172, 2, 2, 2, 2]
[8, 8, 6, 2180, 6, 764, 6, 2180, 6, 560]
[8, 8, 2, 668, 2, 310, 2, 2, 2, 2]
[8, 8, 4, 832, 4, 346, 4, 31, 4, 24]
